age,gender,degree,born_US,Family_income,nation_education,nation_race,nation_arms,nation_welfare,Assistance_to_the_poor,Assistance_to_other_countries,social_security,pres16,tax,Immigration,age_group,race
29,Female,Bachelors,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,About right,Too much,Too much,Clinton,2,NA,20-29 years old,Other
67,Female,Bachelors,Yes,"$90,000 ~ $129,999",Too little,About right,About right,Too little,NA,NA,About right,Clinton,NA,Disagree,60-69 years old,White
29,Female,Bachelors,Yes,"$90,000 ~ $129,999",Too little,About right,About right,Too much,NA,NA,Too little,Trump,1,Neither,20-29 years old,White
69,Male,Bachelors,Yes,"$170,000 or over",NA,NA,NA,NA,About right,About right,Too little,Clinton,2,NA,60-69 years old,White
44,Female,Bachelors,Yes,"$90,000 ~ $129,999",About right,About right,About right,About right,NA,NA,About right,Trump,2,NA,40-49 years old,White
35,Male,Bachelors,No,"$60,000 ~ $89,999",Too little,Too little,Too much,Too little,NA,NA,Too little,Clinton,2,Strongly disagree,30-39 years old,White
57,Male,Bachelors,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,2,NA,50-59 years old,White
NA,Female,Graduate,No,"$170,000 or over",Too little,Too little,Too much,Too little,NA,NA,About right,Clinton,NA,Strongly disagree,NA,Hispanic
60,Female,Graduate,Yes,"$130,000 ~ $169,999",Too little,Too little,Too much,Too little,NA,NA,About right,Clinton,2,NA,60-69 years old,White
66,Male,High School,Yes,"$40,000 ~ $59,999",Too little,Too little,Too much,About right,NA,NA,Too little,Clinton,1,NA,60-69 years old,White
32,Male,High School,Yes,"$130,000 ~ $169,999",Too little,About right,Too much,Too much,NA,NA,Too little,Clinton,NA,Disagree,30-39 years old,White
72,Male,Bachelors,Yes,"$40,000 ~ $59,999",Too little,About right,About right,About right,NA,NA,Too little,Trump,2,NA,70-79 years old,White
NA,Female,Associate College,Yes,"$60,000 ~ $89,999",Too little,Too little,About right,About right,NA,NA,Too little,Clinton,1,Neither,NA,Other
24,Male,Bachelors,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,2,Strongly disagree,20-29 years old,White
76,Male,High School,Yes,"$20,000 ~ $39,999",About right,About right,About right,Too little,NA,NA,Too little,Trump,NA,Disagree,70-79 years old,White
52,Female,High School,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,Too much,Too little,Trump,1,Strongly agree,50-59 years old,White
64,Female,Graduate,Yes,"Under $10,000",Too little,Too little,About right,Too little,NA,NA,Too little,Clinton,NA,Disagree,60-69 years old,Black
42,Male,Associate College,Yes,"$90,000 ~ $129,999",Too little,Too little,Too much,Too little,NA,NA,Too little,Other,NA,Disagree,40-49 years old,White
39,Female,High School,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,Too little,Too little,Clinton,3,Strongly disagree,30-39 years old,White
66,Male,Bachelors,Yes,"$130,000 ~ $169,999",Too little,Too little,About right,Too much,NA,NA,About right,Other,NA,Disagree,60-69 years old,White
63,Female,High School,Yes,"$60,000 ~ $89,999",Too little,About right,About right,Too much,NA,NA,Too much,Trump,1,Neither,60-69 years old,White
59,Female,High School,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,Too much,About right,Trump,2,Neither,50-59 years old,White
70,Female,Graduate,Yes,NA,Too little,Too little,Too much,Too little,NA,NA,About right,Clinton,2,NA,70-79 years old,White
59,Female,High School,Yes,NA,Too little,About right,Too little,Too much,NA,NA,Too little,Trump,2,Strongly agree,50-59 years old,White
66,Male,High School,Yes,"$10,000 ~ $19,999",NA,NA,NA,NA,Too little,Too little,Too little,Clinton,NA,NA,60-69 years old,White
74,Female,Graduate,Yes,"$130,000 ~ $169,999",NA,NA,NA,NA,About right,About right,About right,Other,2,NA,70-79 years old,White
80,Male,Graduate,Yes,"$90,000 ~ $129,999",Too little,Too little,About right,About right,NA,NA,Too little,Did not vote,NA,Agree,80-89 years old,White
75,Male,Graduate,Yes,"$170,000 or over",NA,NA,NA,NA,About right,About right,About right,Other,2,Agree,70-79 years old,White
49,Male,Bachelors,Yes,"$170,000 or over",NA,NA,NA,NA,About right,About right,About right,Trump,2,Agree,40-49 years old,White
42,Male,Graduate,Yes,"$90,000 ~ $129,999",Too little,Too little,Too much,Too little,NA,NA,Too little,Clinton,NA,Strongly disagree,40-49 years old,White
27,Male,High School,NA,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,Too much,About right,Did not vote,2,Neither,20-29 years old,White
67,Female,Bachelors,Yes,"$40,000 ~ $59,999",Too little,Too little,About right,Too little,NA,NA,About right,Clinton,2,NA,60-69 years old,White
73,Female,High School,Yes,"$10,000 ~ $19,999",NA,NA,NA,NA,About right,Too much,Too little,Trump,1,NA,70-79 years old,White
47,Male,High School,Yes,"$170,000 or over",NA,NA,NA,NA,Too much,Too much,About right,Trump,1,NA,40-49 years old,White
59,Female,Graduate,Yes,"$170,000 or over",NA,NA,NA,NA,Too little,Too much,Too little,Other,1,NA,50-59 years old,White
48,Female,High School,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too much,Too much,About right,Did not vote,1,Agree,40-49 years old,White
65,Female,Associate College,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,Too much,Too little,Trump,NA,NA,60-69 years old,White
32,Female,High School,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,Too little,Too little,Clinton,2,NA,30-39 years old,White
67,Female,Bachelors,Yes,NA,Too little,Too little,About right,Too little,NA,NA,Too little,Clinton,NA,Neither,60-69 years old,White
69,Male,Bachelors,Yes,"$90,000 ~ $129,999",Too little,Too little,About right,Too much,NA,NA,Too little,Clinton,1,Neither,60-69 years old,Asian
41,Male,Bachelors,Yes,"$130,000 ~ $169,999",NA,NA,NA,NA,About right,About right,Too little,Trump,NA,NA,40-49 years old,White
51,Male,Graduate,Yes,"$170,000 or over",NA,NA,NA,NA,About right,Too much,About right,Trump,1,Disagree,50-59 years old,White
39,Male,Bachelors,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,3,NA,30-39 years old,White
70,Female,Bachelors,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,About right,About right,Clinton,2,Disagree,70-79 years old,White
60,Male,High School,Yes,"$170,000 or over",NA,NA,NA,NA,About right,Too much,Too little,Trump,NA,NA,60-69 years old,White
79,Male,Graduate,Yes,"$60,000 ~ $89,999",Too little,Too little,Too much,Too little,NA,NA,Too little,Clinton,NA,Agree,70-79 years old,Black
53,Male,Associate College,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,About right,Too much,Too little,Clinton,NA,NA,50-59 years old,White
64,Female,Associate College,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,Too much,Too little,Trump,NA,NA,60-69 years old,White
49,Female,Graduate,Yes,"$90,000 ~ $129,999",Too little,About right,Too much,About right,NA,NA,Too little,Other,1,Disagree,40-49 years old,Asian
55,Female,Associate College,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,About right,Too much,Too little,Trump,NA,NA,50-59 years old,White
62,Male,High School,Yes,NA,NA,NA,NA,NA,Too little,Too much,Too little,Clinton,1,NA,60-69 years old,White
56,Female,High School,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,NA,NA,50-59 years old,White
44,Female,High School,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,1,Disagree,40-49 years old,White
79,Male,High School,Yes,"$10,000 ~ $19,999",NA,NA,NA,NA,About right,Too much,Too little,Clinton,2,NA,70-79 years old,White
65,Female,Associate College,Yes,"$20,000 ~ $39,999",About right,About right,About right,About right,NA,NA,Too little,Clinton,2,Agree,60-69 years old,White
43,Female,High School,Yes,"$20,000 ~ $39,999",Too little,Too little,Too much,About right,NA,NA,Too little,Other,1,Disagree,40-49 years old,Black
43,Female,High School,Yes,"$10,000 ~ $19,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,1,NA,40-49 years old,Black
64,Female,Graduate,Yes,"$90,000 ~ $129,999",Too little,Too little,About right,About right,NA,NA,Too little,Clinton,2,Disagree,60-69 years old,White
47,Male,High School,Yes,"$20,000 ~ $39,999",Too little,Too much,Too little,Too little,NA,NA,Too little,Clinton,1,NA,40-49 years old,White
27,Female,Bachelors,Yes,"$130,000 ~ $169,999",NA,NA,NA,NA,About right,Too much,About right,Trump,1,NA,20-29 years old,White
45,Female,Bachelors,Yes,"$130,000 ~ $169,999",NA,NA,NA,NA,Too little,Too much,About right,Clinton,2,NA,40-49 years old,White
45,Male,High School,Yes,NA,NA,NA,NA,NA,Too little,Too little,Too little,Clinton,NA,NA,40-49 years old,White
79,Female,Bachelors,Yes,NA,NA,NA,NA,NA,About right,About right,About right,Clinton,1,Disagree,70-79 years old,White
40,Female,Graduate,Yes,"$90,000 ~ $129,999",Too little,Too little,Too much,About right,NA,NA,About right,Clinton,NA,Disagree,40-49 years old,White
28,Female,Graduate,Yes,"$90,000 ~ $129,999",Too little,Too little,Too much,Too little,NA,NA,About right,Clinton,1,NA,20-29 years old,White
36,Male,Bachelors,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,About right,About right,Clinton,2,NA,30-39 years old,White
37,Male,Graduate,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,About right,About right,Clinton,1,Disagree,30-39 years old,White
52,Female,Bachelors,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too much,Too much,Too little,Trump,NA,NA,50-59 years old,White
65,Male,High School,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,2,NA,60-69 years old,American Native
65,Female,Associate College,Yes,"$20,000 ~ $39,999",Too little,Too little,Too much,Too little,NA,NA,About right,Clinton,2,Neither,60-69 years old,White
61,Male,Graduate,Yes,"Under $10,000",Too little,About right,About right,About right,NA,NA,About right,Clinton,2,NA,60-69 years old,White
49,Female,High School,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,NA,NA,40-49 years old,White
50,Male,Graduate,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,About right,Too much,About right,Trump,2,Disagree,50-59 years old,White
89,Male,Graduate,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,Too much,Too little,Trump,2,Agree,80-89 years old,White
NA,Male,High School,Yes,NA,Too little,Too much,Too little,Too much,NA,NA,Too little,Trump,1,Strongly agree,NA,White
68,Female,High School,NA,NA,Too little,Too much,About right,Too much,NA,NA,About right,Trump,NA,Agree,60-69 years old,White
42,Male,High School,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too much,Too much,Too little,Trump,1,Neither,40-49 years old,White
44,Male,High School,Yes,"$90,000 ~ $129,999",Too little,Too little,Too much,About right,NA,NA,About right,Clinton,2,Strongly disagree,40-49 years old,White
63,Male,Graduate,Yes,"$20,000 ~ $39,999",Too much,Too little,About right,About right,NA,NA,About right,Other,2,NA,60-69 years old,White
29,Male,Bachelors,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,About right,Too much,About right,Other,2,Disagree,20-29 years old,White
37,Female,Bachelors,Yes,"$130,000 ~ $169,999",Too much,Too little,About right,Too much,NA,NA,Too little,Trump,NA,Neither,30-39 years old,White
66,Female,Bachelors,Yes,"Under $10,000",Too little,Too little,Too much,Too little,NA,NA,Too little,Clinton,NA,Strongly disagree,60-69 years old,White
52,Male,Bachelors,Yes,"$170,000 or over",Too little,About right,Too little,Too much,NA,NA,Too little,Trump,1,Agree,50-59 years old,White
44,Female,Bachelors,Yes,"$130,000 ~ $169,999",About right,Too much,About right,Too much,NA,NA,About right,Other,1,NA,40-49 years old,White
64,Female,High School,Yes,NA,Too little,Too little,About right,Too little,NA,NA,Too little,Clinton,NA,Neither,60-69 years old,White
59,Male,Graduate,Yes,"$90,000 ~ $129,999",Too much,About right,About right,About right,NA,NA,About right,Trump,NA,Agree,50-59 years old,White
48,Male,Graduate,Yes,"$130,000 ~ $169,999",Too little,About right,Too much,Too little,NA,NA,About right,Clinton,2,Disagree,40-49 years old,White
50,Male,Graduate,Yes,"$90,000 ~ $129,999",Too little,Too little,Too much,About right,NA,NA,Too much,Clinton,NA,Strongly disagree,50-59 years old,White
61,Male,Graduate,Yes,"$130,000 ~ $169,999",NA,NA,NA,NA,About right,Too much,About right,Clinton,1,Neither,60-69 years old,White
53,Male,Graduate,Yes,"$60,000 ~ $89,999",Too much,Too much,About right,Too much,NA,NA,Too much,Trump,2,NA,50-59 years old,White
30,Female,Graduate,Yes,"Under $10,000",Too little,Too little,Too much,Too little,NA,NA,About right,Clinton,1,Disagree,30-39 years old,White
NA,Male,Graduate,Yes,NA,NA,NA,NA,NA,Too little,About right,About right,Clinton,2,NA,NA,Hispanic
44,Female,High School,Yes,"$60,000 ~ $89,999",Too little,About right,About right,About right,NA,NA,About right,Trump,NA,Disagree,40-49 years old,White
60,Male,Bachelors,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,Too much,About right,Other,NA,NA,60-69 years old,White
66,Male,High School,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,About right,Too little,Other,1,NA,60-69 years old,White
69,Male,Graduate,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,About right,Too much,Too little,Trump,2,Disagree,60-69 years old,White
47,Male,Graduate,Yes,"$90,000 ~ $129,999",Too little,About right,Too little,About right,NA,NA,About right,Trump,NA,Disagree,40-49 years old,White
80,Female,High School,Yes,"Under $10,000",NA,NA,NA,NA,Too little,Too much,Too little,Trump,NA,NA,80-89 years old,White
47,Male,Bachelors,No,"$90,000 ~ $129,999",NA,NA,NA,NA,About right,Too much,About right,Trump,1,NA,40-49 years old,White
37,Male,Graduate,Yes,"$130,000 ~ $169,999",NA,NA,NA,NA,Too little,Too much,Too little,Trump,1,Agree,30-39 years old,White
54,Female,High School,No,"$40,000 ~ $59,999",Too little,Too little,Too much,Too little,NA,NA,Too little,Clinton,1,NA,50-59 years old,White
47,Female,High School,Yes,"$10,000 ~ $19,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,1,NA,40-49 years old,White
57,Male,High School,Yes,"$130,000 ~ $169,999",Too little,Too little,About right,Too little,NA,NA,Too little,Clinton,2,NA,50-59 years old,White
NA,Female,High School,Yes,"$60,000 ~ $89,999",Too little,Too little,About right,About right,NA,NA,About right,Clinton,NA,Disagree,NA,Other
33,Female,High School,NA,"$20,000 ~ $39,999",NA,NA,NA,NA,About right,Too much,Too little,Trump,1,NA,30-39 years old,White
58,Female,Graduate,Yes,"$90,000 ~ $129,999",About right,About right,About right,Too much,NA,NA,Too little,Clinton,1,Disagree,50-59 years old,White
27,Male,Bachelors,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,NA,NA,Clinton,NA,NA,20-29 years old,White
57,Female,Associate College,Yes,"$60,000 ~ $89,999",Too little,Too little,Too much,Too little,NA,NA,Too little,Clinton,NA,Disagree,50-59 years old,White
81,Female,High School,Yes,"$60,000 ~ $89,999",About right,About right,About right,NA,NA,NA,NA,Clinton,2,NA,80-89 years old,White
35,Female,Graduate,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,Too much,About right,Clinton,NA,NA,30-39 years old,White
70,Male,Associate College,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,About right,Too much,About right,Trump,1,NA,70-79 years old,White
57,Male,Associate College,Yes,"$130,000 ~ $169,999",Too much,About right,About right,About right,NA,NA,About right,Trump,NA,Disagree,50-59 years old,White
44,Female,High School,Yes,"$130,000 ~ $169,999",Too little,Too little,Too much,Too little,NA,NA,Too little,Clinton,3,NA,40-49 years old,White
NA,Male,High School,Yes,"$130,000 ~ $169,999",About right,Too much,Too little,Too much,NA,NA,Too little,Trump,1,Neither,NA,White
35,Male,Bachelors,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,NA,NA,30-39 years old,White
41,Female,Graduate,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,About right,About right,Clinton,3,NA,40-49 years old,White
43,Female,High School,Yes,"$60,000 ~ $89,999",About right,Too much,About right,Too much,NA,NA,About right,Clinton,NA,Agree,40-49 years old,Other
72,Female,Associate College,Yes,NA,Too little,About right,Too little,Too much,NA,NA,Too little,Trump,1,Strongly agree,70-79 years old,White
46,Other,Graduate,Yes,"$130,000 ~ $169,999",Too little,Too little,Too much,Too little,NA,NA,Too little,Clinton,NA,Disagree,40-49 years old,White
NA,Male,Less than high school,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,Too much,Too little,Trump,NA,NA,NA,White
67,Female,High School,Yes,"$90,000 ~ $129,999",Too much,About right,About right,Too much,NA,NA,Too little,Trump,1,NA,60-69 years old,White
29,Female,Bachelors,Yes,"$60,000 ~ $89,999",About right,Too little,Too much,About right,NA,NA,Too little,Other,NA,Disagree,20-29 years old,White
71,Female,Associate College,Yes,"$40,000 ~ $59,999",About right,About right,About right,Too much,NA,NA,About right,Clinton,2,Disagree,70-79 years old,White
73,Male,Associate College,Yes,"$20,000 ~ $39,999",Too little,Too much,Too little,Too much,NA,NA,Too little,Trump,NA,Strongly agree,70-79 years old,White
77,Female,Bachelors,Yes,"$60,000 ~ $89,999",Too little,About right,Too little,Too much,NA,NA,About right,Clinton,1,Agree,70-79 years old,White
70,Female,Graduate,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,Too much,Too little,Trump,1,Agree,70-79 years old,White
72,Female,Associate College,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,2,Disagree,70-79 years old,White
NA,Male,Graduate,Yes,"$60,000 ~ $89,999",Too little,Too little,Too much,About right,NA,NA,Too little,Clinton,NA,Neither,NA,White
67,Male,High School,Yes,"$170,000 or over",NA,NA,NA,NA,Too little,Too much,Too little,Trump,1,NA,60-69 years old,White
36,Male,Less than high school,Yes,"$40,000 ~ $59,999",Too little,Too much,About right,Too much,NA,NA,Too little,Other,1,Neither,30-39 years old,White
67,Female,High School,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,Too much,NA,Trump,1,Strongly agree,60-69 years old,White
41,Female,Associate College,Yes,"$60,000 ~ $89,999",Too little,About right,Too little,About right,NA,NA,Too little,Clinton,NA,Disagree,40-49 years old,White
51,Male,Graduate,Yes,"$170,000 or over",About right,Too little,Too much,Too little,NA,NA,Too much,Clinton,2,NA,50-59 years old,White
34,Male,Graduate,Yes,"$90,000 ~ $129,999",Too little,Too little,Too much,Too little,NA,NA,Too little,Clinton,1,Disagree,30-39 years old,White
64,Female,Graduate,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,About right,About right,Clinton,3,Strongly disagree,60-69 years old,White
49,Female,Graduate,Yes,"$130,000 ~ $169,999",NA,NA,NA,NA,About right,Too much,About right,Trump,NA,NA,40-49 years old,White
33,Female,Associate College,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,1,NA,30-39 years old,Other
74,Female,High School,Yes,"$170,000 or over",Too little,About right,About right,About right,NA,NA,About right,Trump,NA,Agree,70-79 years old,White
